RestAreaNumber,RestAreaName,CategoryID,SuburbID,Description,DistanceFrom,RoadNumber,RoadName,Latitude,Longitude,Accessible,BabyChangeFacilities,Bbq,BoatRamp,CaravanDisposal,DriverReviver,EmergencyPhones,FoodAvailable,FuelAvailable,LitterBins,Lighting,Lookout,PetsAllowed,PicnicTable,Playground,PowerOutlets,PowerSupply,Shade,Shelter,SideOfRoad,SiteStatus,SportsGround,Toilets,TouristInformation,TreeShading,VehicleType,WaterSupplyType,ResponsibleAuthority
3301,War Memorial Park - Bendemeer,2,65,,39.3km North of Tamworth,9,NEW ENGLAND HIGHWAY,-30.87966,151.1575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,1,FALSE,TRUE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
3303,Guyra,2,3,,41.72Km North of Armidale,9,MALPAS STREET,-30.21905,151.67266,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,3,FALSE,TRUE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
3315,BOOROWA DRIVER REVIVER SITE,2,123,,,56,MARSDEN ST,-34.43873,148.71591,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,7,FALSE,FALSE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
3316,Borella VC Rest Area,2,113,,28km from Albury and 146km to Gundagai,2,HUME HIGHWAY,-35.91557,147.10223,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,RIGHT,OPEN,FALSE,5,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
4002,ROSES PARK,2,10,,14.2km West of Bellingen,76,WATERFALL WAY,-30.42617,152.77913,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,2,FALSE,TRUE,LIGHT VEHICLES ONLY,SOURCE UNKNOWN,COUNCIL
4005,Kempsey South Service Centre,1,38,SOUTH KEMPSEY SERVICE CENTRE,113km north of Taree,10,Pacific Highway,-31.12917,152.82736,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RIGHT,,FALSE,1,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,OTHER
4006,Port Macquarie Service Centre,1,51,,10.1km from Port Macquarie,11,Oxley Highway,-31.46326,152.82224,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LEFT,,FALSE,1,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,OTHER
4007,Chinderah Southbound Service Centre,1,78,CHINDERAH SERVICE CENTRE SOUTHBOUND ONLY,80km north of Ballina,10,PACIFIC HIGHWAY,-28.24378,153.55759,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RIGHT,,FALSE,1,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,OTHER
4009,Chinderah Northbound Service Centre,1,78,,74.05km North of Ballina,10,PACIFIC HIGHWAY,-28.25717,153.52767,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LEFT,OPEN,FALSE,2,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,SOURCE UNKNOWN,OTHER
4010,Clybucca Northbound,2,36,,17.2km north of Kempsey,10,Pacific Highway Collombatti,-30.909,152.91781,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,OPEN,FALSE,2,TRUE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,SOURCE UNKNOWN,RMS
4011,Clybucca Southbound,2,36,,17.2km north of Kempsey,10,Pacific Highway Collombatti,-30.90962,152.919,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,OPEN,FALSE,2,TRUE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,SOURCE UNKNOWN,RMS
4019,Halfway Creek Service Centre,1,17,,51km from Coffs Harbour,10,Pacific Highway,-29.93466,153.09455,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RIGHT,OPEN,FALSE,2,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,,PRIVATE
4091,Nambucca Heads Service Centre,1,47,,66.67km north of Port Macquarie,10,Pacific Highway,-30.62643,152.97234,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,OPEN,FALSE,2,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,,OTHER
4092,Arrawarra,2,21,,33.0km north of Coffs Harbour,10,Pacific Highway,-30.05999,153.18505,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,OPEN,FALSE,6,TRUE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,RMS
4125,Barry's Creek Northbound,2,37,,,10,PACIFIC HIGHWAY,-31.24847,152.82109,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,LEFT,OPEN,FALSE,3,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,,RMS
4126,Barry's Creek Southbound,2,37,,,10,PACIFIC HIGHWAY,-31.24858,152.82243,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,RIGHT,OPEN,FALSE,3,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,,RMS
4134,Coffs South Service Centre,1,22,,0 km from Stadium Drive Coffs Harbour,10,PACIFIC HIGHWAY,-30.32068,153.08658,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,RIGHT,OPEN,FALSE,2,FALSE,FALSE,LIGHT VEHICLES ONLY,,PRIVATE
